RFP_ID,Status,Account_Name,Event_Name,Event_Type,Event_Format,Event_Configuration,Market_Segment,Organization_Industry,Lead_Source,Client_Priority,Inquiry_Date,Decision_Date,Decision_Days,Arrival_Date,Departure_Date,Nights,Lead_Time,Peak_Room_Block,Total_Room_Nights_Requested,Attendees,Has_Meeting_Space,Meeting_Spaces,Has_FnB_Requirements,Has_Special_Requirements,Response_Due_Days,Budget_Provided,Budget_Amount,Destinations_Considered,Forecasted_Occupancy,Baseline_ADR,Quoted_ADR,Proposed_Room_Revenue,Proposed_Meeting_Revenue,Proposed_FnB_Revenue,Proposed_Total_Revenue,Actual_Room_Nights,Actual_Room_Revenue,Actual_Meeting_Revenue,Actual_FnB_Revenue,Actual_Total_Revenue,Actual_Pickup_Rate,Actual_FnB_Per_Person,Lost_Reason,Year,Month,Num_Room_Types,Pct_Standard_Rooms,Pct_Premium_Rooms,Has_Suites,Rate_Spread,Min_Room_Rate,Max_Room_Rate,Suite_Rate,Standard_Rate,Peak_Night_Index,Night_Variance_Pct,Rooms_Night_1,Rooms_Night_2,Rooms_Night_3,Rooms_Night_4,Num_Meeting_Rooms,Num_Sessions,Num_Meeting_Days,Total_Meeting_Hours,Uses_Ballroom,Uses_Boardroom,Num_Setup_Styles,Primary_Setup,Max_AV_Level,Has_Premium_AV,Avg_AV_Level,Total_Room_Rental,Total_AV_Cost,Total_Session_FnB,Total_Meeting_Cost,Num_FnB_Types,Has_Dinner,Has_Reception,Has_Evening_Session,Full_Day_Pct,Avg_Room_Utilization
B-202507-12563,Booked,Social Event,Anniversary Celebration,Wedding/Social,In-person,Full Package,Social,Social/Private,Sales Call,Low,2024-09-05,2024-10-20,36,2025-07-10,2025-07-11,1,308,44,44,52,1,Half Ballroom,1,1,9,1.0,19948.99,4,61.8,163.58,139.46,6136.24,1162.31,7593.77,14892.32,25,3486.5,1162.31,7232.16,11880.97,0.5681818181818182,139.08,,2025,7,3,51.5,48.5,1,91.17,138.63,229.8,229.8,152.81,1,0.0,44,0,0,0,1,2,1,8,1,0,1,Banquet,2,0,1.0,1162.31,350,1320,2335.62,1,1,0,1,0.0,0.43
B-202507-29299,Booked,Energy Solutions,Board of Directors Meeting,Corporate,Hybrid,Rooms Only,Technology,Other,Sales Call,Low,2025-03-17,2025-03-29,7,2025-07-11,2025-07-13,2,116,27,54,29,0,,0,0,5,0.0,0.0,2,63.7,156.98,141.24,7626.96,0.0,0.0,7626.96,42,5932.08,0.0,0.0,5932.08,0.7777777777777778,0.0,,2025,7,2,74.8,25.2,1,53.74,164.6,218.34,218.34,218.34,2,29.6,19,27,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202507-45301,Booked,Professional Services Group,Innovation Workshop,Corporate,Hybrid,Full Package,Healthcare,Other,Third-Party Planner,Medium,2025-04-11,2025-05-02,11,2025-07-12,2025-07-13,1,92,50,50,64,1,Half Ballroom,1,0,10,0.0,0.0,3,64.8,158.71,146.77,7338.5,1073.86,4772.54,13184.9,40,5870.8,1073.86,4545.28,11489.94,0.8,71.02,,2025,7,4,54.2,45.8,1,72.43,145.18,217.61,217.61,147.89,1,0.0,50,0,0,0,1,1,1,8,1,0,1,Classroom,1,0,1.0,1073.86,150,1800,2522.3,3,0,0,0,100.0,0.53
B-202507-19550,Booked,HR Professionals Network,Regional Chapter Meeting,Association,In-person,Full Package,Professional Services,Professional Services,Referral,Low,2024-12-29,2025-02-05,24,2025-07-13,2025-07-14,1,196,29,29,37,1,Breakout Room,1,0,14,1.0,13749.43,1,63.3,163.69,135.7,3935.3,379.7,2953.77,7268.77,20,2714.0,379.7,2813.11,5906.81,0.6896551724137931,76.03,,2025,7,3,74.6,25.4,1,131.38,136.25,267.63,233.54,136.25,1,0.0,29,0,0,0,1,1,1,8,0,0,1,Theater,2,0,2.0,379.7,350,2340,3769.87,3,0,0,0,100.0,0.93
B-202507-20434,Booked,Youth Athletics,Cultural Heritage Festival,SMERF,Virtual,Meeting Only,SMERF,Social/Community,Website,Low,2025-04-14,2025-05-10,20,2025-07-13,2025-07-14,1,90,0,0,48,1,Half Ballroom,0,0,6,0.0,0.0,3,65.9,155.29,0.0,0.0,938.79,798.84,1737.63,0,0.0,938.79,760.8,1699.59,,15.85,,2025,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,2,1,8,1,0,1,Theater,2,0,1.5,938.79,500,240,1449.18,1,0,0,0,0.0,0.4
B-202507-52630,Booked,Pharmaceutical Partners,New Hire Orientation,Corporate,In-person,Rooms Only,Healthcare,Healthcare,Third-Party Planner,Medium,2025-03-20,2025-04-01,9,2025-07-13,2025-07-14,1,115,69,69,75,0,,0,1,3,0.0,0.0,4,64.9,160.3,139.87,9651.03,0.0,0.0,9651.03,63,8811.81,0.0,0.0,8811.81,0.9130434782608696,0.0,,2025,7,4,57.6,42.4,1,145.12,127.65,272.77,240.13,127.65,1,0.0,69,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202507-74307,Booked,Energy Solutions,Customer Advisory Board,Corporate,In-person,Full Package,Professional Services,Other,Sales Call,High,2025-04-01,2025-04-21,7,2025-07-13,2025-07-14,1,103,68,68,84,1,Half Ballroom,1,1,13,0.0,0.0,2,69.0,158.92,131.19,8920.92,1861.04,2646.0,13427.96,63,8264.97,1861.04,2520.0,12646.01,0.9264705882352942,30.0,,2025,7,4,52.4,47.6,1,147.03,145.29,292.32,215.96,215.96,1,0.0,68,0,0,0,2,2,1,12,1,0,1,Classroom,2,0,2.0,1861.04,700,2280,3815.83,4,0,0,0,50.0,0.7
B-202507-92514,Booked,State Medical Association,Certification Training,Association,In-person,Full Package,Healthcare,Healthcare,RFP,High,2024-12-26,2025-02-02,24,2025-07-14,2025-07-16,2,200,77,154,89,1,Half Ballroom,1,1,14,0.0,0.0,2,67.3,156.88,139.23,21441.42,993.74,5435.99,27871.15,106,14758.38,993.74,5177.13,20929.25,0.6883116883116883,58.17,,2025,7,3,61.8,38.2,1,118.69,149.17,267.86,228.6,149.17,2,14.3,66,77,0,0,1,6,2,24,1,0,1,Theater,3,1,2.0,993.74,2200,3352,7683.76,4,0,0,0,0.0,0.74
B-202507-44123,Booked,Social Event,Williams-Brown Wedding,Wedding/Social,In-person,Full Package,Social,Social/Private,Website,Low,2025-02-12,2025-03-25,31,2025-07-16,2025-07-18,2,154,48,96,60,1,Half Ballroom,1,1,10,1.0,45813.17,3,64.8,160.52,146.63,14076.48,916.61,7585.83,22578.92,59,8651.17,916.61,7224.6,16792.38,0.6145833333333334,120.41,,2025,7,3,59.7,40.3,0,122.64,153.55,276.19,0.0,153.55,2,4.2,46,48,0,0,1,3,2,12,1,0,1,Banquet,1,0,0.67,916.61,300,1320,2650.18,1,1,0,1,0.0,0.5
B-202507-87150,Booked,Banking Consortium,Product Launch Event,Corporate,In-person,Full Package,Finance,Finance,Direct Inquiry,Medium,2025-04-24,2025-05-11,7,2025-07-16,2025-07-17,1,83,30,30,39,1,Breakout Room,1,0,10,0.0,0.0,1,68.2,159.02,134.93,4047.9,511.17,1515.97,6075.04,27,3643.11,511.17,1443.78,5598.06,0.9,37.02,,2025,7,2,64.4,35.6,1,21.45,193.88,215.33,215.33,215.33,1,0.0,30,0,0,0,1,1,1,8,0,0,1,Classroom,2,0,2.0,511.17,350,1080,2514.95,2,0,0,0,100.0,0.97
B-202507-52700,Booked,Family Celebration,Anniversary Celebration,Wedding/Social,In-person,Rooms Only,Social,Social/Private,Third-Party Planner,Low,2025-01-17,2025-02-23,32,2025-07-17,2025-07-18,1,181,34,34,37,0,,0,0,5,0.0,0.0,1,65.0,162.8,147.83,5026.22,0.0,0.0,5026.22,19,2808.77,0.0,0.0,2808.77,0.5588235294117647,0.0,,2025,7,3,73.7,26.3,1,63.13,134.76,197.89,197.89,134.76,1,0.0,34,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202507-74737,Booked,Education Foundation,Professional Development Symposium,Association,In-person,Full Package,Education,Education,Website,High,2024-12-07,2025-01-05,16,2025-07-17,2025-07-20,3,222,53,159,70,1,Half Ballroom,1,0,13,0.0,0.0,2,67.8,164.15,139.94,22250.46,1714.25,18190.51,42155.22,119,16652.86,1714.25,17324.3,35691.41,0.7484276729559748,247.49,,2025,7,2,67.5,32.5,0,35.89,126.54,162.43,0.0,126.54,2,8.5,48,53,42,0,2,3,3,24,1,0,1,Classroom,2,0,1.67,1714.25,850,4100,6792.21,5,0,0,0,100.0,0.58
B-202507-96078,Booked,Faith Community,Faith-Based Conference,SMERF,In-person,Full Package,Other,Other,Third-Party Planner,Low,2025-05-19,2025-06-08,10,2025-07-18,2025-07-19,1,60,52,52,57,1,Half Ballroom,1,0,10,0.0,0.0,3,63.6,158.59,137.78,7164.56,1114.07,974.96,9253.59,40,5511.2,1114.07,928.53,7553.8,0.7692307692307693,16.29,,2025,7,4,69.1,30.9,1,138.64,146.85,285.49,183.29,146.85,1,0.0,52,0,0,0,1,1,1,8,1,0,1,Classroom,2,0,2.0,1114.07,350,700,1651.82,1,0,0,0,100.0,0.47
B-202507-96364,Booked,Community Church,Community Theater Production,SMERF,In-person,Rooms Only,SMERF,Religious,Sales Call,Low,2025-04-08,2025-04-28,15,2025-07-18,2025-07-20,2,101,28,56,30,0,,0,0,5,0.0,0.0,3,67.6,157.44,141.96,7949.76,0.0,0.0,7949.76,49,6956.04,0.0,0.0,6956.04,0.875,0.0,,2025,7,3,51.7,48.3,1,37.93,130.21,168.14,168.14,130.21,2,39.3,17,28,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202507-99373,Booked,Real Estate Board,Member Appreciation Event,Association,In-person,Full Package,Government,Government,Direct Inquiry,High,2024-09-02,2024-09-30,15,2025-07-18,2025-07-21,3,319,88,264,103,1,Half Ballroom,1,1,13,1.0,71113.1,2,68.1,156.95,136.75,36102.0,1523.76,9781.09,47406.85,208,28444.0,1523.76,9315.32,39283.08,0.7878787878787878,90.44,,2025,7,4,55.2,44.8,1,116.17,130.33,246.5,246.5,137.98,2,1.9,84,88,86,0,2,7,3,36,1,0,1,Theater,2,0,1.71,1523.76,2050,5592,10531.24,5,0,0,0,28.6,0.86
B-202507-98212,Booked,HR Professionals Network,Certification Training,Association,In-person,Full Package,Professional Services,Professional Services,RFP,High,2024-11-29,2025-01-01,21,2025-07-19,2025-07-22,3,232,49,147,56,1,Half Ballroom,1,0,12,1.0,46871.81,2,65.0,156.46,143.51,21095.97,1289.2,13602.79,35987.96,117,16790.67,1289.2,12955.04,31034.91,0.7959183673469388,231.34,,2025,7,3,72.4,27.6,1,92.54,151.35,243.89,243.89,151.35,2,8.2,48,49,40,0,1,3,3,24,1,0,1,Classroom,3,1,2.67,1289.2,1650,4080,7664.45,5,0,0,0,100.0,0.47
B-202507-16145,Booked,Youth Athletics,Church Retreat Weekend,SMERF,In-person,Full Package,SMERF,Social/Community,RFP,Low,2025-03-23,2025-04-17,13,2025-07-20,2025-07-21,1,119,22,22,27,1,Breakout Room,1,0,12,0.0,0.0,3,65.1,162.09,136.4,3000.8,352.57,0.0,3353.37,16,2182.4,352.57,0.0,2534.97,0.7272727272727273,0.0,,2025,7,3,61.7,38.3,1,95.52,173.87,269.39,220.36,269.39,1,0.0,22,0,0,0,1,1,1,8,0,0,1,Classroom,0,0,0.0,352.57,0,0,1094.38,0,0,0,0,100.0,0.68
B-202507-60393,Booked,Private Party,Martinez-Garcia Wedding,Wedding/Social,In-person,Full Package,Social,Social/Private,RFP,Low,2024-07-20,2024-08-27,30,2025-07-20,2025-07-21,1,365,8,8,9,1,Boardroom,1,0,8,1.0,5060.78,4,66.5,153.16,140.08,1120.64,322.9,1137.87,2581.41,4,560.32,322.9,1083.69,1966.91,0.5,120.41,,2025,7,3,72.3,27.7,1,150.33,127.94,278.27,188.9,127.94,1,0.0,8,0,0,0,1,2,1,8,0,1,1,Boardroom,1,0,0.5,322.9,150,495,1842.0,1,1,0,1,0.0,0.64
B-202507-97789,Booked,Pharmaceutical Partners,Annual Sales Conference,Corporate,In-person,Full Package,Healthcare,Healthcare,Cvent,Low,2025-04-30,2025-05-24,11,2025-07-20,2025-07-21,1,81,28,28,34,1,Breakout Room,1,0,13,1.0,7780.72,4,64.4,157.69,134.76,3773.28,454.18,2382.26,6609.72,25,3369.0,454.18,2268.82,6092.0,0.8928571428571429,66.73,,2025,7,4,62.2,37.8,1,64.03,132.79,196.82,196.82,132.79,1,0.0,28,0,0,0,1,1,1,8,0,0,1,Classroom,2,0,2.0,454.18,350,2618,3929.33,4,0,0,0,100.0,0.85
B-202507-10834,Booked,Consulting Network,Innovation Workshop,Corporate,In-person,Full Package,Professional Services,Professional Services,Referral,Medium,2025-04-28,2025-05-13,8,2025-07-21,2025-07-23,2,84,46,92,55,1,Half Ballroom,1,1,7,0.0,0.0,3,65.5,156.3,144.71,13313.32,1176.65,9463.49,23953.46,79,11432.09,1176.65,9012.85,21621.59,0.8586956521739131,163.87,,2025,7,2,66.1,33.9,1,39.03,182.31,221.34,221.34,182.31,2,2.2,45,46,0,0,1,2,2,16,1,0,1,Classroom,2,0,1.5,1176.65,500,2808,4458.29,5,0,0,0,100.0,0.46
B-202507-12204,Booked,Legal Society,State Convention,Association,In-person,Meeting Only,Legal,Legal,Third-Party Planner,Medium,2024-11-12,2024-12-08,21,2025-07-21,2025-07-24,3,251,0,0,81,1,Half Ballroom,0,0,5,1.0,36201.37,3,75.3,160.91,0.0,0.0,1275.85,7044.69,8320.54,0,0.0,1275.85,6709.23,7985.08,,82.83,,2025,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,7,3,36,1,0,1,Classroom,3,1,2.0,1275.85,2550,5080,10429.35,4,0,0,0,28.6,0.68
B-202507-22137,Booked,Local School District,Band Competition,SMERF,In-person,Meeting Only,Education,Education,Direct Inquiry,Low,2025-04-26,2025-05-17,16,2025-07-21,2025-07-23,2,86,0,0,73,1,Half Ballroom,0,0,5,0.0,0.0,3,64.2,158.03,0.0,0.0,833.69,2913.47,3747.16,0,0.0,833.69,2774.73,3608.42,,38.01,,2025,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,4,2,16,1,0,1,Classroom,1,0,1.0,833.69,600,240,2221.06,1,0,0,0,0.0,0.61
B-202507-82170,Booked,Education Foundation,Policy Symposium,Association,In-person,Full Package,Education,Education,Sales Call,Medium,2024-11-13,2024-12-21,24,2025-07-22,2025-07-24,2,251,55,110,69,1,Half Ballroom,1,1,14,0.0,0.0,3,73.2,158.43,136.25,14987.5,1851.75,10332.09,27171.34,84,11445.0,1851.75,9840.09,23136.84,0.7636363636363637,142.61,,2025,7,3,69.8,30.2,0,129.88,140.21,270.09,0.0,140.21,2,18.2,45,55,0,0,2,2,2,16,1,0,1,Classroom,2,0,1.5,1851.75,500,2380,4120.2,4,0,0,0,100.0,0.57
B-202507-85504,Booked,HR Professionals Network,Industry Forum,Association,In-person,Meeting Only,Professional Services,Professional Services,Cvent,Low,2024-11-30,2025-01-02,28,2025-07-22,2025-07-24,2,234,0,0,126,1,Grand Ballroom,0,1,5,0.0,0.0,3,57.8,157.11,0.0,0.0,2616.69,20392.72,23009.41,0,0.0,2616.69,19421.64,22038.33,,154.14,,2025,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,2,2,16,1,0,1,Classroom,3,1,2.5,2616.69,1000,14742,20823.04,5,0,0,0,100.0,0.53
B-202507-55220,Booked,Education Foundation,Committee Meeting,Association,Hybrid,Full Package,Education,Education,Third-Party Planner,High,2025-03-25,2025-04-24,22,2025-07-23,2025-07-27,4,120,50,200,62,1,Half Ballroom,1,1,8,0.0,0.0,2,66.9,152.7,138.91,27782.0,1365.14,18168.11,47315.25,134,18613.94,1365.14,17302.96,37282.04,0.67,279.08,,2025,7,2,55.3,44.7,0,16.37,140.58,156.95,0.0,140.58,2,5.4,43,50,48,45,2,4,4,32,1,0,1,Banquet,2,0,1.75,1365.14,1200,5880,9661.5,5,0,0,0,100.0,0.52
B-202507-32438,Booked,Energy Solutions,Sales Kickoff,Corporate,In-person,Full Package,Professional Services,Other,Third-Party Planner,Low,2025-05-09,2025-05-31,9,2025-07-24,2025-07-25,1,76,44,44,58,1,Half Ballroom,1,0,13,0.0,0.0,3,56.5,165.31,144.41,6354.04,1387.93,4558.36,12300.33,40,5776.4,1387.93,4341.3,11505.63,0.9090909090909092,74.85,,2025,7,3,68.4,31.6,1,159.02,125.95,284.97,231.72,125.95,1,0.0,44,0,0,0,1,1,1,8,1,0,1,Theater,2,0,2.0,1387.93,350,1560,2452.11,3,0,0,0,100.0,0.48
B-202507-89494,Booked,Tour Operator Network,Photography Expedition,Corporate,In-person,Rooms Only,Technology,Technology,Website,Medium,2025-04-26,2025-05-11,8,2025-07-24,2025-07-25,1,89,31,31,34,0,,0,1,7,0.0,0.0,2,64.5,153.86,133.31,4132.61,0.0,0.0,4132.61,30,3999.3,0.0,0.0,3999.3,0.967741935483871,0.0,,2025,7,2,64.4,35.6,0,112.02,155.45,267.47,0.0,267.47,1,0.0,31,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202507-45609,Booked,Private Individual,Bar/Bat Mitzvah,Wedding/Social,In-person,Full Package,Social,Social/Private,Cvent,Low,2024-10-16,2024-12-02,35,2025-07-25,2025-07-27,2,282,29,58,33,1,Breakout Room,1,1,12,1.0,26993.59,1,63.2,154.71,129.74,7524.92,461.31,4794.17,12780.4,34,4411.16,461.31,4565.88,9438.35,0.5862068965517241,138.36,,2025,7,2,63.6,36.4,0,18.46,139.08,157.54,0.0,139.08,2,0.0,29,29,0,0,1,3,2,12,0,0,1,Reception,0,0,0.0,461.31,0,1815,3586.14,1,1,0,1,0.0,0.82
B-202507-69851,Booked,Private Individual,Baby Shower Weekend,Wedding/Social,In-person,Meeting Only,Social,Social/Private,Direct Inquiry,Low,2024-11-11,2024-12-16,26,2025-07-25,2025-07-26,1,256,0,0,103,1,Half Ballroom,0,1,9,0.0,0.0,2,63.6,158.88,0.0,0.0,1109.14,16523.16,17632.3,0,0.0,1109.14,15736.34,16845.48,,152.78,,2025,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,3,1,12,1,0,1,Banquet,0,0,0.0,1109.14,0,2130,3099.11,2,1,1,1,0.0,0.86
B-202507-10996,Booked,Professional Services Group,Product Launch Event,Corporate,In-person,Full Package,Finance,Other,Referral,Low,2025-05-18,2025-06-09,10,2025-07-27,2025-07-28,1,70,33,33,39,1,Breakout Room,1,1,12,0.0,0.0,1,65.1,164.35,146.82,4845.06,592.34,3005.73,8443.13,30,4404.6,592.34,2862.6,7859.54,0.9090909090909092,73.4,,2025,7,2,67.0,33.0,0,17.92,143.03,160.95,0.0,143.03,1,0.0,33,0,0,0,1,1,1,8,0,0,1,Classroom,3,1,3.0,592.34,650,2340,4046.94,3,0,0,0,100.0,0.97
B-202507-45002,Booked,Professional Engineers Society,Leadership Institute,Association,In-person,Full Package,Association,Other,Referral,Medium,2024-09-28,2024-11-06,27,2025-07-27,2025-07-30,3,302,28,84,35,1,Breakout Room,1,0,12,1.0,33420.6,3,64.6,162.57,137.41,11542.44,404.81,8135.35,20082.6,56,7694.96,404.81,7747.95,15847.72,0.6666666666666666,221.37,,2025,7,4,73.2,26.8,1,47.53,127.94,175.47,175.47,127.94,2,18.2,16,28,19,0,1,3,3,24,0,0,1,Classroom,2,0,1.67,404.81,850,7245,10985.91,4,0,0,0,100.0,0.88
B-202507-47316,Booked,Social Event,Bar/Bat Mitzvah,Wedding/Social,In-person,Full Package,Social,Social/Private,Direct Inquiry,Low,2024-12-13,2025-01-16,22,2025-07-27,2025-07-29,2,226,50,100,68,1,Half Ballroom,1,0,12,0.0,0.0,1,67.0,161.73,150.06,15006.0,1837.37,9313.42,26156.79,61,9153.66,1837.37,8869.92,19860.95,0.61,130.44,,2025,7,2,64.5,35.5,1,23.95,167.22,191.17,191.17,167.22,2,20.0,40,50,0,0,2,2,2,8,1,0,1,Banquet,1,0,1.0,1837.37,300,1320,2304.52,1,1,0,1,0.0,0.57
B-202507-14444,Booked,Social Event,Williams-Brown Wedding,Wedding/Social,In-person,Full Package,Social,Social/Private,Direct Inquiry,Low,2024-10-03,2024-11-20,37,2025-07-28,2025-07-30,2,298,14,28,18,1,Breakout Room,1,1,11,1.0,10399.48,3,68.4,157.37,143.16,4008.48,497.78,2456.05,6962.31,17,2433.72,497.78,2339.1,5270.6,0.6071428571428571,129.95,,2025,7,3,61.4,38.6,1,99.51,193.97,293.48,216.51,216.51,2,28.6,10,14,0,0,1,3,2,12,0,0,1,Banquet,1,0,1.0,497.78,450,990,3332.66,1,1,0,1,0.0,0.45
B-202507-75491,Booked,Youth Athletics,Fraternity/Sorority Reunion,SMERF,In-person,Full Package,SMERF,Social/Community,Cvent,Low,2025-05-01,2025-05-20,12,2025-07-29,2025-07-30,1,89,16,16,18,1,Breakout Room,1,0,7,0.0,0.0,3,67.8,157.34,130.43,2086.88,558.81,634.85,3280.54,14,1826.02,558.81,604.62,2989.45,0.875,33.59,,2025,7,2,68.3,31.7,1,55.92,163.79,219.71,219.71,163.79,1,0.0,16,0,0,0,1,2,1,8,0,0,1,Theater,2,0,1.0,558.81,350,846,2494.56,2,0,0,0,0.0,0.45
B-202507-77541,Booked,Financial Services Group,New Hire Orientation,Corporate,In-person,Full Package,Finance,Finance,Third-Party Planner,Medium,2025-04-27,2025-05-16,9,2025-07-29,2025-07-31,2,93,55,110,69,1,Half Ballroom,1,0,10,1.0,37802.15,1,67.0,159.47,133.48,14682.8,1480.54,9869.14,26032.48,93,12413.64,1480.54,9399.18,23293.36,0.8454545454545455,136.22,,2025,7,2,66.8,33.2,1,29.96,141.67,171.63,171.63,141.67,2,7.3,51,55,0,0,2,2,2,16,1,0,1,Classroom,3,1,3.0,1480.54,1300,3120,5699.35,4,0,0,0,100.0,0.57
B-202507-16251,Booked,Consulting Network,Board of Directors Meeting,Corporate,In-person,Full Package,Professional Services,Professional Services,RFP,Low,2025-05-07,2025-06-03,14,2025-07-30,2025-07-31,1,84,43,43,54,1,Half Ballroom,1,1,13,1.0,11345.11,2,59.8,151.68,138.08,5937.44,1159.45,4562.65,11659.54,36,4970.88,1159.45,4345.38,10475.71,0.8372093023255814,80.47,,2025,7,2,73.9,26.1,0,26.16,128.75,154.91,0.0,128.75,1,0.0,43,0,0,0,1,1,1,8,1,0,1,Classroom,2,0,2.0,1159.45,350,1560,2513.95,3,0,0,0,100.0,0.45
B-202507-70383,Booked,Family Celebration,Milestone Birthday Party,Wedding/Social,In-person,Full Package,Social,Social/Private,Cvent,Low,2024-10-30,2024-12-14,38,2025-07-30,2025-07-31,1,273,32,32,38,1,Breakout Room,1,1,7,0.0,0.0,3,65.9,157.73,130.0,4160.0,511.38,4906.1,9577.48,20,2600.0,511.38,4672.48,7783.86,0.625,122.96,,2025,7,2,51.5,48.5,1,93.3,143.38,236.68,236.68,143.38,1,0.0,32,0,0,0,1,2,1,8,0,0,1,Banquet,2,0,2.0,511.38,700,1710,3596.96,1,0,1,1,0.0,0.95
B-202507-86356,Booked,Consulting Network,Quarterly Business Review,Corporate,In-person,Full Package,Professional Services,Professional Services,Third-Party Planner,Medium,2025-04-25,2025-05-13,8,2025-07-30,2025-08-01,2,96,73,146,101,1,Half Ballroom,1,1,10,0.0,0.0,3,66.4,157.86,138.59,20234.14,1134.35,6153.02,27521.51,121,16769.39,1134.35,5860.02,23763.76,0.8287671232876712,58.02,,2025,7,4,69.5,30.5,1,48.61,145.27,193.88,193.88,145.27,2,9.6,66,73,0,0,1,5,2,24,1,0,1,Theater,3,1,1.6,1134.35,1450,4206,7572.14,5,0,0,0,20.0,0.84
B-202507-14692,Booked,Personal Event,Retirement Party,Wedding/Social,Hybrid,Meeting Only,Social,Social/Private,RFP,Low,2025-01-28,2025-03-16,39,2025-07-31,2025-08-01,1,184,0,0,36,1,Breakout Room,0,1,8,1.0,7823.01,3,63.9,160.73,0.0,0.0,537.35,4658.09,5195.44,0,0.0,537.35,4436.28,4973.63,,123.23,,2025,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,1,1,4,0,0,1,Banquet,1,0,1.0,537.35,150,1980,2758.64,1,1,0,1,0.0,0.9
B-202507-51592,Booked,Family Celebration,Bar/Bat Mitzvah,Wedding/Social,In-person,Full Package,Social,Social/Private,Sales Call,Medium,2024-07-31,2024-09-19,36,2025-07-31,2025-08-01,1,365,42,42,48,1,Half Ballroom,1,0,14,1.0,19730.9,1,67.3,161.15,149.8,6291.6,1034.71,7297.42,14623.73,23,3445.4,1034.71,6949.92,11430.03,0.5476190476190477,144.79,,2025,7,3,55.7,44.3,1,45.45,144.77,190.22,190.22,151.33,1,0.0,42,0,0,0,1,2,1,8,1,0,1,Reception,2,0,1.0,1034.71,350,1080,2148.13,1,0,1,1,0.0,0.4
B-202507-71442,Booked,Regional Healthcare System,New Hire Orientation,Corporate,In-person,Rooms Only,Healthcare,Healthcare,RFP,Low,2025-06-08,2025-06-21,10,2025-07-31,2025-08-01,1,53,57,57,62,0,,0,0,3,1.0,11201.16,1,65.0,156.85,136.53,7782.21,0.0,0.0,7782.21,48,6553.44,0.0,0.0,6553.44,0.8421052631578947,0.0,,2025,7,4,71.1,28.9,1,137.53,151.17,288.7,219.99,151.17,1,0.0,57,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202507-79181,Booked,State Medical Association,Board Retreat,Association,In-person,Full Package,Healthcare,Healthcare,Direct Inquiry,Low,2024-10-25,2024-11-20,19,2025-07-31,2025-08-03,3,279,5,15,6,1,Boardroom,1,1,7,1.0,6860.11,2,62.3,159.49,139.83,2097.45,357.83,1487.75,3943.03,11,1538.13,357.83,1416.9,3312.86,0.7333333333333333,236.15,,2025,7,3,71.0,29.0,0,126.02,145.0,271.02,0.0,145.0,2,34.0,4,5,1,0,1,3,3,24,0,1,1,Boardroom,2,0,2.0,357.83,1050,1224,5303.2,5,0,0,0,100.0,0.43
B-202507-83227,Booked,Real Estate Board,Policy Symposium,Association,In-person,Rooms Only,Government,Government,Referral,Low,2024-12-16,2025-01-14,22,2025-07-31,2025-08-02,2,227,21,42,23,0,,0,0,7,1.0,8615.9,1,62.2,157.08,135.63,5696.46,0.0,0.0,5696.46,30,4068.9,0.0,0.0,4068.9,0.7142857142857143,0.0,,2025,7,2,64.3,35.7,0,148.76,145.31,294.07,0.0,145.31,2,23.8,16,21,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202508-44865,Booked,Education Foundation,Board Retreat,Association,Hybrid,Full Package,Education,Education,RFP,Medium,2025-01-31,2025-03-06,26,2025-08-01,2025-08-03,2,182,77,154,94,1,Half Ballroom,1,0,8,0.0,0.0,2,68.0,159.35,136.01,20945.54,1724.45,5648.6,28318.59,115,15641.15,1724.45,5379.62,22745.22,0.7467532467532467,57.23,,2025,8,2,62.7,37.3,0,127.5,145.18,272.68,0.0,145.18,2,14.3,66,77,0,0,2,6,2,24,1,0,1,Classroom,3,1,1.67,1724.45,1800,3880,7722.64,4,0,0,0,0.0,0.78
